"Id","HomeTeam","HomeScore","AwayTeam","AwayScore","FormattedSpread","LineProvider","OverUnder","Spread","OpeningSpread","OpeningOverUnder","HomeMoneyline","AwayMoneyline"
"401754636","TCU","35","SMU","24","TCU -6.5","DraftKings","63.5","-6.5","-4","","-238","195"
"401754589","Virginia","9","Wake Forest","16","Virginia -7","DraftKings","48.5","-7","-6.5","","-258","210"
"401752760","Kentucky","38","Florida","7","Florida -4.5","DraftKings","44.5","4.5","4.5","","170","-205"
"401752895","UCLA","21","Nebraska","28","UCLA -1.5","DraftKings","45.5","-1.5","4.5","","-125","105"
"401762858","Central Michigan","38","Buffalo","19","Central Michigan -2.5","DraftKings","44.5","-2.5","-2.5","","-135","114"
"401752901","Indiana","31","Wisconsin","7","Indiana -28.5","DraftKings","43.5","-28.5","-30.5","","-4500","1700"
"401754597","Pittsburgh","15","Notre Dame","37","Notre Dame -12.5","DraftKings","55.5","12.5","10","","370","-485"
"401752767","Kentucky","42","Tennessee Tech","10","Kentucky -22.5","DraftKings","52.5","-22.5","","","-2800","1300"
"401752903","Michigan State","10","Penn State","28","Penn State -7","DraftKings","48.5","7","7.5","","210","-258"
"401754592","Boston College","34","Georgia Tech","36","Georgia Tech -16.5","DraftKings","61.5","16.5","16.5","","575","-850"
"401754593","Duke","17","Virginia","34","Duke -5.5","DraftKings","59.5","-5.5","-5.5","","-218","180"
"401754595","Miami","41","NC State","7","Miami -16.5","DraftKings","54.5","-16.5","-14.5","","-700","500"
"401752899","Wisconsin","13","Washington","10","Washington -10.5","DraftKings","44.5","10.5","13.5","","320","-410"
"401754588","North Carolina","20","Stanford","15","North Carolina -8.5","DraftKings","41.5","-8.5","-7.5","","-325","260"
"401760406","San José State","16","Air Force","26","San José State -6","DraftKings","67.5","-6","-2.5","","-250","205"
"401762516","Memphis","17","Navy","28","Memphis -4","DraftKings","57.5","-4","-4.5","","-185","154"
"401752788","Mississippi State","19","Ole Miss","38","Ole Miss -7.5","DraftKings","62.5","7.5","9.5","","245","-305"
"401752916","Nebraska","16","Iowa","40","Iowa -5.5","DraftKings","38.5","5.5","4","","185","-225"
"401762870","Buffalo","26","Ohio","31","Ohio -7","DraftKings","44.5","7","4.5","","210","-258"
"401752786","Georgia Tech","9","Georgia","16","Georgia -16.5","DraftKings","60.5","16.5","12.5","","525","-750"
"401752792","Texas","27","Texas A&M","17","Texas A&M -2.5","DraftKings","54.5","2.5","2.5","","120","-142"
"401752924","Purdue","3","Indiana","56","Indiana -28.5","DraftKings","53.5","28.5","27.5","","1800","-5000"
"401752787","Louisville","41","Kentucky","0","Kentucky -1.5","DraftKings","45.5","1.5","-6.5","","-105","-115"
"401757311","Sam Houston","16","Florida International","56","Florida International -10.5","DraftKings","50.5","10.5","10.5","","320","-410"
"401757312","Jacksonville State","37","Western Kentucky","34","Western Kentucky -1.5","DraftKings","56.5","1.5","3","","105","-125"
"401752783","Arkansas","17","Missouri","31","Missouri -4.5","DraftKings","54.5","4.5","2.5","","170","-205"
"401752917","Washington","14","Oregon","26","Oregon -6.5","DraftKings","51.5","6.5","7","","210","-258"
"401754610","Duke","49","Wake Forest","32","Duke -2.5","DraftKings","53.5","-2.5","-3.5","","-130","110"
"401762441","UTSA","24","Army","27","UTSA -8.5","DraftKings","50.5","-8.5","-6.5","","-325","260"
"401752785","Florida","40","Florida State","21","Florida State -1.5","DraftKings","49.5","1.5","-1.5","","-108","-112"
"401752784","Auburn","20","Alabama","27","Alabama -7","DraftKings","48.5","7","6.5","","220","-270"
"401752922","Illinois","20","Northwestern","13","Illinois -7","DraftKings","44.5","-7","-7","","-270","220"
"401762864","Northern Illinois","19","Western Michigan","35","Western Michigan -7","DraftKings","39.5","7","5.5","","225","-278"
"401762865","Buffalo","20","Miami (OH)","37","Miami (OH) -2.5","DraftKings","38.5","2.5","-2.5","","110","-130"
"401761655","Arkansas State","30","Louisiana","34","Arkansas State -2.5","DraftKings","54.5","-2.5","-3.5","","-130","110"
"401754598","NC State","21","Florida State","11","Florida State -7","DraftKings","58.5","7","2.5","","205","-250"
"401752781","Texas A&M","48","Samford","0","Texas A&M -54.5","DraftKings","59.5","-54.5","-54.5","","",""
"401760415","Air Force","3","New Mexico","20","New Mexico -3.5","DraftKings","52.5","3.5","1.5","","136","-162"
"401752777","LSU","13","Western Kentucky","10","LSU -24.5","DraftKings","52.5","-24.5","-22.5","","-3200","1400"
"401752910","UCLA","14","Washington","48","Washington -10.5","DraftKings","51.5","10.5","10.5","","330","-425"
"401760420","San Diego State","25","San José State","3","San Diego State -10","DraftKings","50.5","-10","-12.5","","-380","300"
"401762868","Massachusetts","14","Bowling Green","45","Bowling Green -14","DraftKings","44.5","14","16.5","","400","-535"
"401760425","Nevada","17","UNLV","42","UNLV -7.5","DraftKings","52.5","7.5","9.5","","250","-310"
"401760424","Hawai'i","27","Wyoming","7","Hawai'i -8.5","DraftKings","44.5","-8.5","-10.5","","-380","300"
"401752705","Tennessee","41","Georgia","44","Georgia -3.5","DraftKings","50.5","3.5","7.5","50.5","140","-166"
"401752833","Rutgers","60","Norfolk State","10","Rutgers -44.5","DraftKings","56.5","-44.5","","51.5","",""
"401756890","Arkansas State","16","Iowa State","24","Iowa State -21","DraftKings","55.5","21","","","850","-1450"
"401754535","Miami","49","South Florida","12","Miami -17.5","DraftKings","56.5","-17.5","","","-800","550"
"401752698","Kentucky","48","Eastern Michigan","23","Kentucky -26.5","DraftKings","49.5","-26.5","","","-4000","1600"
"401754533","Stanford","30","Boston College","20","Boston College -14","DraftKings","44.5","14","12.5","","425","-575"
"401754532","Syracuse","66","Colgate","24","Syracuse -36.5","DraftKings","64.5","-36.5","-37.5","","",""
"401756888","Arizona","23","Kansas State","17","Kansas State -1.5","DraftKings","55.5","1.5","","","-102","-118"
"401754623","Georgia Tech","24","Clemson","21","Clemson -3","DraftKings","51.5","3","8.5","","120","-142"
"401756891","Baylor","42","Samford","7","Baylor -51.5","DraftKings","65.5","-51.5","","58.5","",""
"401762832","Massachusetts","3","Western Michigan","21","Western Michigan -12.5","DraftKings","46.5","12.5","10.5","","360","-470"
"401762480","Tulane","26","East Carolina","19","Tulane -7","DraftKings","53.5","-7","-7","","-270","220"
"401754560","Georgia Tech","35","Virginia Tech","20","Georgia Tech -14","DraftKings","55.5","-14","-14.5","","-600","440"
"401754562","Notre Dame","36","NC State","7","Notre Dame -23.5","DraftKings","59.5","-23.5","-21.5","","-2800","1300"
"401754563","Oregon State","14","Wake Forest","39","Wake Forest -1.5","DraftKings","47.5","1.5","2.5","","100","-120"
"401756918","Colorado","24","Iowa State","17","Iowa State -3","DraftKings","52.5","3","4.5","","124","-148"
"401761637","Southern Miss","49","UL Monroe","21","Southern Miss -14","DraftKings","48.5","-14","-10","","-600","440"
"401752886","Oregon","21","Wisconsin","7","Oregon -31.5","DraftKings","44.5","-31.5","-33.5","","",""
"401760398","Wyoming","28","Colorado State","0","Wyoming -5.5","DraftKings","46.5","-5.5","-3.5","","-218","180"
"401757289","Kennesaw State","33","UTEP","20","Kennesaw State -12.5","DraftKings","52.5","-12.5","-10","","-440","340"
"401754599","Stanford","31","California","10","California -4.5","DraftKings","47.5","4.5","4.5","","160","-192"
"401762846","Kent State","24","Bowling Green","21","Bowling Green -7.5","DraftKings","47.5","7.5","10","","250","-310"
"401762848","Eastern Michigan","21","Ohio","28","Ohio -11.5","DraftKings","60.5","11.5","10","","350","-455"
"401752880","Washington","42","Illinois","25","Washington -3.5","DraftKings","54.5","-3.5","-4.5","","-166","140"
"401761639","Texas State","20","James Madison","52","James Madison -7","DraftKings","55.5","7","6.5","","235","-290"
"401757292","Middle Tennessee","21","Jacksonville State","24","Jacksonville State -4","DraftKings","53.5","4","6.5","","164","-198"
"401761640","Coastal Carolina","44","Marshall","27","Marshall -7","DraftKings","55.5","7","3","","220","-270"
"401752758","Texas","34","Vanderbilt","31","Texas -3.5","DraftKings","48.5","-3.5","-3.5","","-175","145"
"401762849","Bowling Green","3","Buffalo","28","Bowling Green -2.5","DraftKings","44.5","-2.5","-1.5","","-130","110"
"401762498","Temple","14","East Carolina","45","East Carolina -5.5","DraftKings","58.5","5.5","4.5","","185","-225"
"401754580","Virginia Tech","16","Louisville","28","Louisville -10.5","DraftKings","52.5","10.5","11.5","","310","-395"
"401761642","South Alabama","22","Louisiana","31","South Alabama -3.5","DraftKings","52.5","-3.5","-4.5","","-180","150"
"401760405","San Diego State","24","Wyoming","7","San Diego State -10","DraftKings","42.5","-10","-10","","-375","295"
"401754578","Florida State","42","Wake Forest","7","Florida State -12.5","DraftKings","50.5","-12.5","-7","","-440","340"
"401754579","NC State","48","Georgia Tech","36","Georgia Tech -4.5","DraftKings","58.5","4.5","4.5","","164","-198"
"401761635","Old Dominion","24","App State","21","Old Dominion -13.5","DraftKings","62.5","-13.5","-13.5","","-500","380"
"401762494","Memphis","34","South Florida","31","South Florida -3.5","DraftKings","58.5","3.5","-3","","145","-175"
"401756953","Texas Tech","48","UCF","9","Texas Tech -24.5","DraftKings","48.5","-24.5","","47.5","-2800","1300"
"401757303","Western Kentucky","42","Middle Tennessee","26","Western Kentucky -13.5","DraftKings","51.5","-13.5","-13.5","","-550","410"
"401762508","East Carolina","31","Memphis","27","East Carolina -3","DraftKings","56.5","-3","-2.5","","-148","124"
"401762509","Tulane","35","Florida Atlantic","24","Tulane -16.5","DraftKings","60.5","-16.5","-16.5","","-800","550"
"401761650","Georgia Southern","45","Coastal Carolina","40","Georgia Southern -3","DraftKings","59.5","-3","-1.5","","-155","130"
"401752766","Georgia","35","Texas","10","Georgia -3.5","DraftKings","50.5","-3.5","-2.5","","-180","150"
"401752953","Washington State","28","Louisiana Tech","3","Washington State -10","DraftKings","43.5","-10","-3.5","","-410","320"
"401756944","TCU","17","Iowa State","20","TCU -7.5","DraftKings","58.5","-7.5","-3","","-298","240"
"401752764","Vanderbilt","45","Auburn","38","Vanderbilt -6","DraftKings","46.5","-6","-5.5","","-230","190"
"401761645","Coastal Carolina","40","Georgia State","27","Coastal Carolina -7","DraftKings","56.5","-7","-6.5","","-285","230"
"401756896","Baylor","24","Arizona State","27","Baylor -3","DraftKings","60.5","-3","-2.5","","-142","120"
"401760403","San José State","45","Hawai'i","38","San José State -2.5","DraftKings","55.5","-2.5","-1.5","","-130","110"
"401754584","Boston College","13","SMU","45","SMU -10.5","DraftKings","54.5","10.5","13.5","","330","-425"
"401756945","Texas Tech","29","BYU","7","Texas Tech -13.5","DraftKings","50.5","-13.5","-8.5","","-500","380"
"401756947","West Virginia","29","Colorado","22","West Virginia -6.5","DraftKings","51.5","-6.5","-4.5","","-245","200"
"401761646","Marshall","23","James Madison","35","James Madison -13.5","DraftKings","53.5","13.5","12.5","","425","-575"
"401761647","Arkansas State","21","Southern Miss","27","Southern Miss -6.5","DraftKings","54.5","6.5","3.5","","195","-238"
"401756955","Cincinnati","14","BYU","26","BYU -2.5","DraftKings","56.5","2.5","-3.5","","120","-142"
"401752711","Ole Miss","45","Tulane","10","Ole Miss -12.5","DraftKings","61.5","-12.5","-13.5","","-440","340"
"401754534","Tulane","34","Duke","27","Tulane -1.5","DraftKings","52.5","-1.5","","","-120","100"
"401756889","Arizona State","34","Texas State","15","Arizona State -18.5","DraftKings","61.5","-18.5","","","-1050","675"
"401760426","New Mexico","23","San Diego State","17","San Diego State -1.5","DraftKings","41.5","1.5","3","","-105","-115"
"401757168","Delaware","44","UConn","41","UConn -8.5","DraftKings","52.5","8.5","","","245","-305"
"401752949","North Texas","59","Washington State","10","North Texas -6.5","DraftKings","57.5","-6.5","","","-278","225"
"401754638","West Virginia","31","Pittsburgh","24","Pittsburgh -7","DraftKings","55.5","7","2.5","","220","-270"
"401757256","Bowling Green","23","Liberty","13","Liberty -6","DraftKings","51.5","6","","51.5","180","-218"
"401760370","Hawai'i","23","Portland State","3","Hawai'i -35.5","DraftKings","54.5","-35.5","-38.5","","",""
"401754553","Florida State","22","Miami","28","Miami -3.5","DraftKings","54.5","3.5","7","","142","-170"
"401752919","USC","29","UCLA","10","USC -21.5","DraftKings","58.5","-21.5","-19.5","","-1650","950"
"401761617","North Texas","36","South Alabama","22","North Texas -13.5","DraftKings","63.5","-13.5","-10.5","","-500","380"
"401762825","Ohio","35","Bowling Green","20","Ohio -7.5","DraftKings","49.5","-7.5","-10","","-325","260"
"401752725","Vanderbilt","55","Utah State","35","Vanderbilt -23.5","DraftKings","57.5","-23.5","-21.5","","-2100","1100"
"401762826","Central Michigan","24","Eastern Michigan","13","Central Michigan -3","DraftKings","55.5","-3","-4.5","","-162","136"
"401760380","Northern Illinois","3","San Diego State","6","San Diego State -1.5","DraftKings","41.5","1.5","2.5","","105","-125"
"401757173","UConn","38","UAB","19","UConn -10","DraftKings","61.5","-10","-12.5","","-375","295"
"401760401","Air Force","17","Army","20","Army -1.5","DraftKings","48.5","1.5","1.5","","-110","-110"
"401760404","UNLV","35","New Mexico","40","UNLV -3.5","DraftKings","61.5","-3.5","-5.5","","-180","150"
"401757293","Liberty","59","Delaware","30","Liberty -3.5","DraftKings","52.5","-3.5","-2.5","","-170","142"
"401757294","Western Kentucky","35","New Mexico State","16","Western Kentucky -7.5","DraftKings","53.5","-7.5","-9.5","","-298","240"
"401762473","Navy","21","Rice","13","Navy -14","DraftKings","45.5","-14","-14","","-600","440"
"401762504","East Carolina","48","Charlotte","22","East Carolina -27.5","DraftKings","56.5","-27.5","-28.5","","-4000","1600"
"401756900","Oklahoma State","12","Tulsa","19","Oklahoma State -10","DraftKings","54.5","-10","-13.5","","-375","295"
"401752708","Memphis","32","Arkansas","31","Arkansas -7","DraftKings","59.5","7","5.5","","220","-270"
"401761630","Georgia Southern","41","Georgia State","24","Georgia Southern -6.5","DraftKings","58.5","-6.5","-6","","-238","195"
"401752841","Oregon","41","Oregon State","7","Oregon -33.5","DraftKings","58.5","-33.5","-26.5","","",""
"401752952","Washington State","28","Toledo","7","Toledo -1.5","DraftKings","44.5","1.5","1.5","","105","-125"
"401761610","Eastern Michigan","34","Louisiana","31","Louisiana -2.5","DraftKings","51.5","2.5","6.5","","114","-135"
"401752714","Oklahoma","24","Auburn","17","Oklahoma -6.5","DraftKings","47.5","-6.5","-4.5","","-245","200"
"401752712","Mississippi State","38","Northern Illinois","10","Mississippi State -23.5","DraftKings","48.5","-23.5","-21.5","","-2400","1200"
"401757300","Sam Houston","26","Delaware","23","Delaware -11.5","DraftKings","56.5","11.5","7","","350","-455"
"401756899","Kansas","41","West Virginia","10","Kansas -12.5","DraftKings","54.5","-12.5","-10.5","","-455","350"
"401756909","BYU","38","West Virginia","24","BYU -19.5","DraftKings","46.5","-19.5","-18.5","","-1450","850"
"401754605","Clemson","45","Furman","10","Clemson -41.5","DraftKings","55.5","-41.5","-41.5","","",""
"401762862","Bowling Green","16","Akron","19","Bowling Green -2.5","DraftKings","47.5","-2.5","-4.5","","-135","114"
"401762863","Ohio","42","Massachusetts","14","Ohio -33.5","DraftKings","53.5","-33.5","-29.5","","-10000","3000"
"401762520","South Florida","52","Rice","3","South Florida -28.5","DraftKings","57.5","-28.5","-24.5","","-6500","2000"
"401760421","Colorado State","21","Air Force","42","Air Force -2.5","DraftKings","47.5","2.5","","49.5","114","-135"
"401762442","North Texas","52","Temple","25","North Texas -20.5","DraftKings","65.5","-20.5","-18.5","","-1350","800"
"401761666","Southern Miss","18","Troy","28","Southern Miss -7","DraftKings","50.5","-7","-5.5","","-265","215"
"401761662","Coastal Carolina","10","James Madison","59","James Madison -24.5","DraftKings","54.5","24.5","21","","1300","-2800"
"401752667","Baylor","24","Auburn","38","Auburn -1.5","DraftKings","57.5","1.5","1.5","57.5","-105","-115"
"401752807","Penn State","46","Nevada","11","Penn State -45.5","DraftKings","58.5","-45.5","-45.5","58.5","",""
"401762456","Massachusetts","10","Temple","42","Temple -3","DraftKings","51.5","3","3","51.5","124","-148"
"401762871","Northern Illinois","31","Kent State","35","Northern Illinois -4.5","DraftKings","44.5","-4.5","-4.5","","-205","170"
"401762443","UTSA","48","Tulane","26","Tulane -6","DraftKings","54.5","6","3.5","","195","-238"
"401762497","Rice","14","Memphis","38","Memphis -14","DraftKings","48.5","14","17.5","","490","-675"
"401756958","Iowa State","38","Kansas","14","Iowa State -3","DraftKings","55.5","-3","-4.5","","-162","136"
"401756956","Colorado","17","Arizona State","42","Arizona State -7","DraftKings","47.5","7","4.5","","215","-265"
"401752844","Rutgers","28","Iowa","38","Iowa -2.5","DraftKings","46.5","2.5","3","","110","-130"
"401754537","Clemson","21","Syracuse","34","Clemson -17.5","DraftKings","53.5","-17.5","-17.5","","-850","575"
"401754538","Duke","45","NC State","33","Duke -3","DraftKings","57.5","-3","-3","","-155","130"
"401760372","Air Force","37","Boise State","49","Boise State -10.5","DraftKings","51.5","10.5","8.5","","300","-380"
"401756897","Colorado","37","Wyoming","20","Colorado -12.5","DraftKings","45.5","-12.5","-15.5","","-470","360"
"401752847","USC","45","Michigan State","31","USC -18.5","DraftKings","55.5","-18.5","-14.5","","-950","625"
"401752724","Texas A&M","16","Auburn","10","Texas A&M -6.5","DraftKings","51.5","-6.5","-6.5","","-238","195"
"401762472","Florida Atlantic","26","Memphis","55","Memphis -14","DraftKings","62.5","14","14","","425","-575"
"401752909","Northwestern","38","Minnesota","35","Northwestern -4","DraftKings","40.5","-4","-4","","-192","160"
"401752912","Ohio State","42","Rutgers","9","Ohio State -28.5","DraftKings","54.5","-28.5","-32.5","","-4500","1700"
"401778304","South Florida","10","Old Dominion","24","South Florida -4","DraftKings","52.5","-4","","","-192","160"
"401762842","Toledo","45","Kent State","10","Toledo -25.5","DraftKings","48.5","-25.5","-23.5","","-4000","1600"
"401762840","Massachusetts","21","Buffalo","28","Buffalo -16.5","DraftKings","47.5","16.5","17","","550","-800"
"401761633","UL Monroe","14","Troy","37","Troy -4.5","DraftKings","45.5","4.5","4.5","","170","-205"
"401752742","Georgia","43","Ole Miss","35","Georgia -7.5","DraftKings","56.5","-7.5","-10.5","","-285","230"
"401752878","Indiana","38","Michigan State","13","Indiana -26.5","DraftKings","49.5","-26.5","-25.5","","-3600","1500"
"401761629","App State","37","Coastal Carolina","45","App State -10.5","DraftKings","48.5","-10.5","-9.5","","-395","310"
"401761631","James Madison","63","Old Dominion","27","James Madison -3","DraftKings","47.5","-3","-1.5","","-155","130"
"401762489","Charlotte","14","Temple","49","Temple -10","DraftKings","47.5","10","12.5","","310","-395"
"401762491","North Texas","55","UTSA","17","North Texas -4","DraftKings","64.5","-4","-5.5","","-192","160"
"401762838","Ball State","42","Akron","28","Akron -2.5","DraftKings","44.5","2.5","-1.5","","105","-125"
"401762843","Ohio","48","Northern Illinois","21","Ohio -10.5","DraftKings","41.5","-10.5","-12.5","","-425","330"
"401752876","Rutgers","10","Oregon","56","Oregon -17.5","DraftKings","62.5","17.5","16.5","","650","-1000"
"401762490","South Florida","48","Florida Atlantic","13","South Florida -20.5","DraftKings","72.5","-20.5","-18.5","","-1450","850"
"401757286","Louisiana Tech","27","Western Kentucky","28","Louisiana Tech -5.5","DraftKings","49.5","-5.5","-3","","-238","195"
"401752842","Washington State","24","Washington","59","Washington -21","DraftKings","51.5","21","12.5","","900","-1600"
"401754556","Virginia Tech","23","Wake Forest","30","Virginia Tech -4.5","DraftKings","51.5","-4.5","-5.5","","-198","164"
"401760397","Nevada","3","Boise State","24","Boise State -21","DraftKings","50.5","21","21.5","","850","-1450"
"401762488","Tulane","24","Army","17","Tulane -10","DraftKings","44.5","-10","-10.5","","-360","285"
"401752750","Oklahoma","26","Ole Miss","34","Oklahoma -5.5","DraftKings","52.5","-5.5","-2.5","","-198","164"
"401754571","Georgia Tech","41","Syracuse","16","Georgia Tech -17.5","DraftKings","52.5","-17.5","-18.5","","-1000","650"
"401752763","Missouri","17","Texas A&M","38","Texas A&M -7","DraftKings","48.5","7","6.5","","215","-265"
"401761656","App State","26","Marshall","24","Marshall -4","DraftKings","56.5","4","3.5","","154","-185"
"401757175","Florida Atlantic","45","UConn","48","UConn -6","DraftKings","63.5","6","7.5","","190","-230"
"401762513","UTSA","58","East Carolina","24","East Carolina -1.5","DraftKings","62.5","1.5","4","","-102","-118"
"401762515","Temple","13","Tulane","37","Tulane -7.5","DraftKings","54.5","7.5","8.5","","220","-270"
"401752914","Maryland","20","Michigan","45","Michigan -14","DraftKings","46.5","14","11.5","","390","-520"
"401756957","Houston","14","TCU","17","TCU -1.5","DraftKings","56.5","1.5","-2.5","","102","-122"
"401756959","UCF","17","Oklahoma State","14","UCF -13.5","DraftKings","47.5","-13.5","-14","","-550","410"
"401752908","Penn State","37","Nebraska","10","Penn State -7","DraftKings","45.5","-7","-7.5","","-285","230"
"401754601","Georgia Tech","28","Pittsburgh","42","Georgia Tech -2.5","DraftKings","61.5","-2.5","-3","","-135","114"
"401752775","Florida","11","Tennessee","31","Tennessee -3.5","DraftKings","57.5","3.5","-4","","145","-175"
"401752915","Wisconsin","27","Illinois","10","Illinois -8.5","DraftKings","42.5","8.5","9.5","","275","-345"
"401777325","Jacksonville State","15","Kennesaw State","19","Kennesaw State -3","DraftKings","62.5","3","","58.5","136","-162"
"401777352","James Madison","31","Troy","14","James Madison -24.5","DraftKings","47.5","-24.5","","","-3600","1500"
"401777324","Tulane","34","North Texas","21","North Texas -1.5","DraftKings","66.5","1.5","","66.5","100","-120"
"401777326","Boise State","38","UNLV","21","Boise State -6","DraftKings","59.5","-6","-3","","-245","200"
"401778303","Jacksonville State","17","Troy","13","Jacksonville State -3.5","DraftKings","47.5","-3.5","","","-175","145"
"401779840","Oklahoma","24","Alabama","34","Oklahoma -1.5","DraftKings","42.5","-1.5","","","-130","110"
"401778305","Delaware","20","Louisiana","13","Louisiana -1.5","DraftKings","60.5","1.5","","","105","-125"
"401778312","Hawai'i","35","California","31","Hawai'i -1.5","DraftKings","50.5","-1.5","","","-118","-102"
"401778331","Utah","44","Nebraska","22","Utah -13.5","DraftKings","51.5","-13.5","","","-535","400"
"401831583","SMU","24","Arizona","19","SMU -2.5","DraftKings","55.5","-2.5","","","-142","120"
"401778332","Texas State","41","Rice","10","Texas State -19.5","DraftKings","55.5","-19.5","-10.5","59.5","-900","600"
"401777351","Alabama","7","Georgia","28","Georgia -1.5","DraftKings","48.5","1.5","","","105","-125"
"401777328","Virginia","20","Duke","27","Virginia -3.5","DraftKings","58.5","-3.5","","","-175","145"
"401777353","Ohio State","10","Indiana","13","Ohio State -3.5","DraftKings","45.5","-3.5","","48.5","-180","150"
"401778333","Cincinnati","13","Navy","35","Navy -7.5","DraftKings","57.5","7.5","","","240","-298"
"401778334","Mississippi State","29","Wake Forest","43","Mississippi State -3","DraftKings","52.5","-3","-3","56.5","-148","124"
"401778328","Vanderbilt","27","Iowa","34","Vanderbilt -3","DraftKings","47.5","-3","-4","49.5","-170","142"
"401778329","Duke","42","Arizona State","39","Duke -4","DraftKings","49.5","-4","","49.5","-180","150"
"401756928","UCF","45","West Virginia","13","UCF -6.5","DraftKings","46.5","-6.5","-9.5","","-238","195"
"401752718","Georgia","21","Alabama","24","Georgia -2.5","DraftKings","53.5","-2.5","-4","","-142","120"
"401756895","Wyoming","6","Utah","31","Utah -24.5","DraftKings","47.5","24.5","","","1400","-3200"
"401752939","Oregon State","24","Houston","27","Houston -11.5","DraftKings","48.5","11.5","12.5","","360","-470"
"401756920","Oklahoma State","17","Houston","39","Houston -14.5","DraftKings","47.5","14.5","14","","470","-650"
"401762482","Florida Atlantic","53","UAB","33","Florida Atlantic -4.5","DraftKings","66.5","-4.5","-4.5","","-205","170"
"401760386","UNLV","51","Air Force","48","UNLV -7","DraftKings","65.5","-7","-7","","-250","205"
"401762834","Western Michigan","42","Ball State","0","Western Michigan -9.5","DraftKings","43.5","-9.5","-10","","-340","270"
"401752883","Nebraska","28","Northwestern","21","Nebraska -7","DraftKings","44.5","-7","-8.5","","-278","225"
"401752754","Auburn","3","Kentucky","10","Auburn -11.5","DraftKings","44.5","-11.5","-10","","-470","360"
"401754581","SMU","26","Miami","20","Miami -8.5","DraftKings","50.5","8.5","1.5","","260","-325"
"401754582","Stanford","20","Pittsburgh","35","Pittsburgh -13.5","DraftKings","51.5","13.5","15.5","","425","-575"
"401756941","Kansas State","20","Texas Tech","43","Texas Tech -7.5","DraftKings","51.5","7.5","-4.5","","225","-278"
"401752761","Ole Miss","49","The Citadel","0","Ole Miss -51.5","DraftKings","63.5","-51.5","-51.5","","",""
"401757299","Liberty","17","Missouri State","21","Liberty -7.5","DraftKings","51.5","-7.5","-6.5","","-290","235"
"401757295","Delaware","25","Louisiana Tech","24","Louisiana Tech -5.5","DraftKings","56.5","5.5","4.5","","180","-218"
"401757296","Middle Tennessee","30","Florida International","56","Middle Tennessee -1.5","DraftKings","50.5","-1.5","1.5","","-118","-102"
"401757297","UTEP","27","Jacksonville State","30","Jacksonville State -1.5","DraftKings","46.5","1.5","1.5","","-105","-115"
"401762856","Akron","35","Kent State","42","Akron -7.5","DraftKings","49.5","-7.5","-4.5","","-310","250"
"401762857","Western Michigan","17","Ohio","13","Western Michigan -1.5","DraftKings","47.5","-1.5","2.5","","-120","100"
"401756951","Cincinnati","24","Arizona","30","Cincinnati -5.5","DraftKings","56.5","-5.5","","","-205","170"
"401756952","Oklahoma State","6","Kansas State","14","Kansas State -19.5","DraftKings","50.5","19.5","20.5","","800","-1350"
"401752945","Tulsa","31","Oregon State","14","Tulsa -1.5","DraftKings","50.5","-1.5","","","-115","-105"
"401760411","New Mexico","20","Colorado State","17","New Mexico -15.5","DraftKings","53.5","-15.5","-12.5","","-700","500"
"401752906","Illinois","24","Maryland","6","Illinois -16.5","DraftKings","51.5","-16.5","-13.5","","-750","525"
"401752907","USC","26","Iowa","21","USC -6.5","DraftKings","48.5","-6.5","-6.5","","-230","190"
"401756906","Kansas State","34","UCF","20","Kansas State -6","DraftKings","48.5","-6","-6.5","","-225","185"
"401756905","Kansas","34","Cincinnati","37","Kansas -5.5","DraftKings","55.5","-5.5","-6","","-218","180"
"401752865","Illinois","16","Ohio State","34","Ohio State -14.5","DraftKings","51.5","14.5","13.5","","525","-750"
"401752863","Michigan State","13","UCLA","38","Michigan State -7","DraftKings","51.5","-7","-8.5","","-270","220"
"401752746","Arkansas","24","Auburn","33","Arkansas -2.5","DraftKings","56.5","-2.5","-1.5","","-135","114"
"401757270","Kennesaw State","24","Middle Tennessee","16","Kennesaw State -7","DraftKings","54.5","-7","-7","","-250","205"
"401757271","Old Dominion","21","Liberty","7","Old Dominion -14.5","DraftKings","53.5","-14.5","-8.5","","-675","490"
"401754548","NC State","21","Virginia Tech","23","NC State -10","DraftKings","57.5","-10","-7.5","","-360","285"
"401752950","Colorado State","3","Washington State","20","Colorado State -4.5","DraftKings","48.5","-4.5","-4","","-205","170"
"401752951","Virginia","22","Washington State","20","Virginia -16.5","DraftKings","56.5","-16.5","-19.5","","-800","550"
"401760379","Boise State","47","App State","14","Boise State -16.5","DraftKings","59.5","-16.5","-17.5","","-900","600"
"401761615","Louisiana","54","Marshall","51","Marshall -2.5","DraftKings","47.5","2.5","-3.5","","110","-130"
"401756902","Arizona State","27","TCU","24","Arizona State -3","DraftKings","54.5","-3","-1.5","","-148","124"
"401760387","Boise State","41","New Mexico","25","Boise State -14.5","DraftKings","58.5","-14.5","-16.5","","-650","470"
"401762493","Navy","42","Florida Atlantic","32","Navy -14.5","DraftKings","63.5","-14.5","-14.5","","-675","490"
"401761638","Troy","35","Louisiana","23","Troy -7","DraftKings","47.5","-7","-8.5","","-290","235"
"401754557","NC State","56","Campbell","10","NC State -42.5","DraftKings","61.5","-42.5","-42.5","","",""
"401756913","Houston","11","Texas Tech","35","Texas Tech -13.5","DraftKings","51.5","13.5","8.5","","390","-520"
